id,shop_url,shop_name,rank_stars,shop_review,shop_price,shop_area_tag,shop_addr,shop_Q,shop_E,shop_S,adress_s,address_d,lng_wgs84,lat_wgs84,fnid
478,http://www.dianping.com/shop/11293222,华瀚商业中心,三星商户,['1'],[],十八里店,紫南家园108号楼,6.8,6.8,6.8,北京紫南家园108号楼华瀚商业中心,北京市朝阳区华瀚商业中心,116.4904659,39.87513058,136739
479,http://www.dianping.com/shop/32786758,绿森时代广场,准四星商户,['3'],[],朝阳区,黄杉木店路9号,7.4,7.4,7.4,北京黄杉木店路9号绿森时代广场,北京市朝阳区绿森时代广场,116.5229287,39.93558852,156028
480,http://www.dianping.com/shop/8985398,阳光金街,准四星商户,['6'],[],酒仙桥,酒仙桥芳园西路2号,7,7,7.1,北京酒仙桥芳园西路2号阳光金街,北京市朝阳区阳光金街,116.47661070000001,39.97411877,168150
483,http://www.dianping.com/shop/59129119,天丰利商场和平里西街店,准四星商户,['7'],[],朝阳区,和平里西街21号天丰利商场A06号商铺近小黄庄前街,7.3,7.3,7.3,北京和平里西街21号天丰利商场A06号商铺近小黄庄前街天丰利商场和平里西街店,北京市朝阳区天丰利商场,116.4113138,39.96129576,164558
485,http://www.dianping.com/shop/6597612,万豪购物广场,准四星商户,['4'],[],管庄,双桥东路10号院2号楼,7.1,7.1,7.1,北京双桥东路10号院2号楼万豪购物广场,北京市朝阳区万豪购物广场,116.5977462,39.89794389,143915
486,http://www.dianping.com/shop/7955305,耀莱新天地,准四星商户,['11'],[],三里屯,工体北路13号世贸百货北侧,7.7,7.7,7.4,北京工体北路13号世贸百货北侧耀莱新天地,北京市朝阳区耀莱新天地,116.4436012,39.93582886,156001
487,http://www.dianping.com/shop/27241479,金时代时尚购物中心,准四星商户,['1'],[],管庄,管庄路,7.2,7.2,7.2,北京管庄路金时代时尚购物中心,北京市朝阳区时尚购物中心,116.58530729999998,39.91313414,148909
488,http://www.dianping.com/shop/32786618,优唐生活广场,准四星商户,['3'],[],朝阳区,朝外大街丰联广场南侧100米,7.2,7.2,7.2,北京朝外大街丰联广场南侧100米优唐生活广场,北京市朝阳区优唐生活广场,116.43349609999999,39.92044906,150999
489,http://www.dianping.com/shop/32790874,上东中环商业广场,准四星商户,['2'],[],酒仙桥,东四环北路6号,6.9,6.9,6.9,北京东四环北路6号上东中环商业广场,北京市朝阳区上东中环商业广场,116.47841570000001,39.96315939,164581
490,http://www.dianping.com/shop/11290518,华宇明珠购物,三星商户,[],[],十八里店,东四环四方桥南1公里垡头,N,N,N,北京东四环四方桥南1公里垡头华宇明珠购物,北京市朝阳区华宇明珠购物,116.5086656,39.86348006,133175
491,http://www.dianping.com/shop/26440708,朝阳百货大楼,准四星商户,['18'],[],左家庄,西坝河中里34号,7.6,7.4,7.3,北京西坝河中里34号朝阳百货大楼,北京市朝阳区朝阳百货商业大楼,116.4334209,39.96045934,163851
493,http://www.dianping.com/shop/106933782,必要商城,准四星商户,['1'],[],世贸天阶,呼家楼街道朝阳北路237号复星国际中心1709,7.7,7.7,7.7,北京呼家楼街道朝阳北路237号复星国际中心1709必要商城,北京市朝阳区必要商城,116.4493727,39.92281858,152433
494,http://www.dianping.com/shop/32786761,电通时代广场,准四星商户,['1'],[],798/大山子,酒仙桥北路7号,7.6,7.6,7.6,北京酒仙桥北路7号电通时代广场,北京市朝阳区电通时代广场,116.49196540000001,39.98928926,173153
495,http://www.dianping.com/shop/32718688,东朝时代广场商铺,准四星商户,['1'],[],百子湾,百子湾路石门村5号,7.2,7.2,7.2,北京百子湾路石门村5号东朝时代广场商铺,北京市朝阳区东朝时代广场,116.49073510000001,39.89751632,143879
497,http://www.dianping.com/shop/24435923,阳光鑫隆白云商场,三星商户,[],[],朝阳区,兴隆西街2号,8.2,7,7.2,北京兴隆西街2号阳光鑫隆白云商场,北京市朝阳区阳光鑫隆白云商场,116.5213318,39.91531909,149601
498,http://www.dianping.com/shop/11287149,天旺商城,三星商户,['1'],[],十八里店,化工路58号,6.8,6.8,6.8,北京化工路58号天旺商城,北京市朝阳区天旺商城,116.50903999999998,39.86305517,133175
499,http://www.dianping.com/shop/24443421,天陆购物中心,三星商户,['1'],[],朝阳区,来广营香宾路66号,5.8,7,6.9,北京来广营香宾路66号天陆购物中心,北京市朝阳区天陆购物中心,116.45853290000001,40.01535035,181710
500,http://www.dianping.com/shop/32835142,华贸商城,准四星商户,['2'],[],大望路,长安街国贸桥以东900米处,6.9,6.9,6.9,北京长安街国贸桥以东900米处华贸商城,北京市朝阳区华贸商城,116.4748294,39.90807535,147443
501,http://www.dianping.com/shop/2646076,万惠商场(小庄店),准四星商户,['31'],['63'],小庄/红庙,呼家楼街道金台西路呼家楼南里23号楼,7.2,7.1,7.1,北京呼家楼街道金台西路呼家楼南里23号楼万惠商场(小庄店),北京市朝阳区万惠商场,116.46331310000001,39.91634457,150296
506,http://www.dianping.com/shop/17089891,新世纪购物中心,准四星商户,['1'],[],朝阳其它,鹤立幼儿园,7.2,7.2,7.2,北京鹤立幼儿园新世纪购物中心,北京市朝阳区新世纪购物中心,116.6289485,39.98829012,173200
507,http://www.dianping.com/shop/98698370,九隆百货,准四星商户,['1'],[],酒仙桥,酒仙桥路39号,7.2,7.2,6.8,北京酒仙桥路39号九隆百货,北京市朝阳区九龙百货,116.48898670000001,39.96047654,163870
508,http://www.dianping.com/shop/76665436,巴黎春天(长楹天街店),准四星商户,[],[],常营,朝阳北路管庄路口往东200米龙湖长楹天街购物中心4层西区4层-07a,N,N,N,北京朝阳北路管庄路口往东200米龙湖长楹天街购物中心4层西区4层-07a巴黎春天(长楹天街店),北京市朝阳区龙湖长楹天街购物中心,116.59383799999999,39.92400447,152482
509,http://www.dianping.com/shop/74108179,古隆盛服装百货生活广场,准四星商户,['1'],[],朝阳区,大羊坊路与西燕东街交叉口南100米,7.1,6.8,6.8,北京大羊坊路与西燕东街交叉口南100米古隆盛服装百货生活广场,北京市朝阳区古隆盛服装百货生活广场,116.46464399999999,39.85672091,131018
514,http://www.dianping.com/shop/32824261,望京时代中央广场,三星商户,['1'],[],望京,望京阜荣大街10号楼,6.9,6.9,6.9,北京望京阜荣大街10号楼望京时代中央广场,北京市朝阳区阜荣大街|10号,116.47188390000001,39.99551055,175288
515,http://www.dianping.com/shop/32785133,中国铁建广场·b座,三星商户,['1'],[],朝阳区,北五环顾家庄桥出口北苑东路向北1500米地铁13号线北苑站北侧,6.9,6.9,6.9,北京北五环顾家庄桥出口北苑东路向北1500米地铁13号线北苑站北侧中国铁建广场·b座,北京市朝阳区中国铁建广场|B座,116.43469950000001,40.04073992,189556
518,http://www.dianping.com/shop/32720475,富力爱丁堡广场商铺,准四星商户,['1'],[],朝阳公园/团结湖,东三环长虹桥西南侧白家庄1号,6.9,6.9,6.9,北京东三环长虹桥西南侧白家庄1号富力爱丁堡广场商铺,北京市朝阳区富力爱丁堡,116.4534159,39.92813956,153862
519,http://www.dianping.com/shop/5352242,阳光鑫隆外贸商城,三星商户,['2'],[],大望路,朝外小庄6号,6.8,6.8,6.8,北京朝外小庄6号阳光鑫隆外贸商城,北京市朝阳区阳光鑫隆外贸商城,116.46473909999999,39.91446739,149582
520,http://www.dianping.com/shop/58707003,汇通时尚购物中心,准四星商户,['1'],[],双桥,双桥路3号,6.9,6.9,6.9,北京双桥路3号汇通时尚购物中心,北京市朝阳区东星时尚购物中心,116.56990379999999,39.90734473,147476
521,http://www.dianping.com/shop/2291356,阳光百利购物广场,准四星商户,['3'],[],管庄,管庄京通苑30号楼,6.9,6.9,6.9,北京管庄京通苑30号楼阳光百利购物广场,北京市朝阳区京通苑|30号楼,116.5903104,39.91146306,148197
522,http://www.dianping.com/shop/32784819,富华堂购物广场,三星商户,['1'],[],朝阳区,双桥路2号院2,6.9,6.9,6.9,北京双桥路2号院2富华堂购物广场,北京市朝阳区富华堂购物广场,116.5717517,39.90735944,147477
523,http://www.dianping.com/shop/4222666,天融休闲购物广场,三星商户,['2'],[],北苑家园,北苑中街与红军营东路交叉口北150米,6.9,6.9,6.9,北京北苑中街与红军营东路交叉口北150米天融休闲购物广场,北京市朝阳区红军营东路,116.43073000000001,40.02592533,184556
524,http://www.dianping.com/shop/1766185,爱家购物中心,三星商户,['13'],[],亚运村,民族园路1号,6.5,6.6,6.5,北京民族园路1号爱家购物中心,北京市丰台区民族园路|1号,116.38482090000001,39.98469565,171689
525,http://www.dianping.com/shop/18708323,世纪港湾商城,三星商户,['1'],[],朝阳区,东四环中路37号北京城工美大厦,6.8,7,6.9,北京东四环中路37号北京城工美大厦世纪港湾商城,北京市朝阳区世纪港湾商城,116.48046780000001,39.91932608,151015
526,http://www.dianping.com/shop/4279114,利天弘商城,三星商户,['6'],[],对外经贸,惠新东街10号对外经贸大学南门外,6.8,6.7,6.6,北京惠新东街10号对外经贸大学南门外利天弘商城,北京市朝阳区利天弘商城,116.42201809999999,39.97520794,168845
527,http://www.dianping.com/shop/16828993,瑞兴隆商业广场,三星商户,[],[],十八里店,武基路96号,N,N,N,北京武基路96号瑞兴隆商业广场,北京市朝阳区瑞兴隆商业广场,116.5055807,39.84319724,126748
528,http://www.dianping.com/shop/21330753,西直河便民综合广场,三星商户,[],[],十八里店,王四营乡西直河中街国辉家园内,N,N,N,北京王四营乡西直河中街国辉家园内西直河便民综合广场,北京市朝阳区综合广场,116.52281509999999,39.84707742,128182
529,http://www.dianping.com/shop/3661087,万龙商场,三星商户,['7'],[],亚运村,安慧里9号楼,6.6,6.5,6.5,北京安慧里9号楼万龙商场,北京市朝阳区万龙商场,116.40185159999999,39.99233917,173837
532,http://www.dianping.com/shop/11299483,天昱上品商城,三星商户,[],[],定福庄,朝阳北路56号,N,N,N,北京朝阳北路56号天昱上品商城,北京市朝阳区天昱上品商城,116.5454824,39.92231975,151752
533,http://www.dianping.com/shop/49972148,万紫汇名品购物广场,三星商户,[],[],朝阳区,酒仙桥路甲10星城附近,N,N,N,北京酒仙桥路甲10星城附近万紫汇名品购物广场,北京市朝阳区酒仙桥路|甲10号,116.48537379999999,39.97828713,169581
534,http://www.dianping.com/shop/32785132,易生活广场,三星商户,[],[],北苑家园,北五环奥林匹克森林公园东北侧,N,N,N,北京北五环奥林匹克森林公园东北侧易生活广场,北京市朝阳区奥林匹克森林公园,116.38829170000001,40.01361496,180972
535,http://www.dianping.com/shop/21719987,韩一购物中心,三星商户,[],[],望京,望京东园一区,N,N,N,北京望京东园一区韩一购物中心,北京市朝阳区韩一购物中心,116.4735956,39.99935518,176003
536,http://www.dianping.com/shop/21589292,未来世界微商城(未来世界商城店),准四星商户,[],[],国贸,国贸财富中心,N,N,N,北京国贸财富中心未来世界微商城(未来世界商城店),北京市顺义区正华国贸财富中心,116.6424491,40.12435575,216045
537,http://www.dianping.com/shop/21638953,五福商城,三星商户,[],[],十八里店,十八里店乡西直河商业中心,N,N,N,北京十八里店乡西直河商业中心五福商城,北京市朝阳区五福商城,116.5214451,39.84277002,126753
538,http://www.dianping.com/shop/50161717,将台商贸城,三星商户,[],[],朝阳区,S50东五环东50米,N,N,N,北京S50东五环东50米将台商贸城,北京市朝阳区将台商贸城,116.5115021,39.97575538,168876
540,http://www.dianping.com/shop/32687076,乐邦广场,三星商户,[],[],朝阳区,立水桥南锦芳路1号,N,N,N,北京立水桥南锦芳路1号乐邦广场,北京市朝阳区锦芳路|1号,116.4091103,40.04363773,190261
541,http://www.dianping.com/shop/16824275,东鹏服装百货商城,三星商户,[],[],十八里店,化工路与金蝉南路交叉口东150米,N,N,N,北京化工路与金蝉南路交叉口东150米东鹏服装百货商城,北京市朝阳区东鹏服装百货商城,116.5092217,39.86261872,133175
542,http://www.dianping.com/shop/32782810,远洋一方商业街,三星商户,['1'],[],管庄,八通线双桥站和管庄站之间南侧京通快速路会村出口南800米,6.7,6.7,6.7,北京八通线双桥站和管庄站之间南侧京通快速路会村出口南800米远洋一方商业街,北京市朝阳区远洋一方商业街,116.5904456,39.90186949,145341
543,http://www.dianping.com/shop/7936307,爱家国际商业中心,三星商户,['2'],[],酒仙桥,亮马桥路东风桥西北角,6,7.1,6,北京亮马桥路东风桥西北角爱家国际商业中心,北京市朝阳区爱家国际商业中心,116.47770390000001,39.9564906,162438
544,http://www.dianping.com/shop/21669779,常营龙湖天街缤纷色彩果汁店,三星商户,['16'],[],管庄,常通路1号院1号楼长楹天街购物中心4层-12,6.3,6.5,6.4,北京常通路1号院1号楼长楹天街购物中心4层-12常营龙湖天街缤纷色彩果汁店,北京市朝阳区缤纷色彩果汁店,116.59204960000001,39.9233896,152482
545,http://www.dianping.com/shop/112063329,凯德MALL,准四星商户,['1'],[],望京,广顺北大街33号,7.2,7.7,6.8,北京广顺北大街33号凯德MALL,北京市朝阳区凯德mall,116.46256509999998,39.99164761,173857
546,http://www.dianping.com/shop/107566853,北京市官舍2期,三星商户,['1'],[],亮马桥/三元桥,亮马桥路53号,5.8,6.3,5.8,北京亮马桥路53号北京市官舍2期,北京市朝阳区北京市官舍2期,116.45675959999998,39.94896372,160289
548,http://www.dianping.com/shop/11239954,爱摩北方大世界,三星商户,[],[],朝阳其它,康化路888号,N,N,N,北京康化路888号爱摩北方大世界,北京市通州区爱摩北方大世界,116.53270859999999,39.82730368,121759
649,http://www.dianping.com/shop/23719792,华联商厦(安贞店),准四星商户,['880'],['280'],安贞,安贞路安贞西里五区4号楼,6.9,6.8,6.7,北京安贞路安贞西里五区4号楼华联商厦(安贞店),北京市朝阳区安贞西里五区|4号楼,116.39483419999999,39.96905749,166694
650,http://www.dianping.com/shop/9991582,道尔泰商城,准四星商户,['61'],['41'],亚运村,小营路6号,7.4,6.9,7.3,北京小营路6号道尔泰商城,北京市朝阳区道尔泰商城,116.41983540000001,39.99511372,175271
651,http://www.dianping.com/shop/1766329,飘亮购物中心,三星商户,['375'],['231'],亚运村,安立路68号,6,5.7,5.7,北京安立路68号飘亮购物中心,北京市朝阳区飘亮购物中心,116.4036578,39.9968375,175265
657,http://www.dianping.com/shop/27542134,永旺梦乐城,五星商户,['928'],['221'],总部基地,丰葆路88号院1号楼,9.1,9.2,9.1,北京丰葆路88号院1号楼永旺梦乐城,北京市丰台区永旺梦乐城,116.28601019999999,39.81670272,118105
658,http://www.dianping.com/shop/68163743,银座和谐广场,五星商户,['959'],['176'],丰台区,万丰路68号,9,9,9,北京万丰路68号银座和谐广场,北京市丰台区银座和谐广场,116.2911274,39.8809522,138813
659,http://www.dianping.com/shop/68081096,恒泰广场,准五星商户,['644'],['157'],六里桥/丽泽桥,丰台北路18号,9,9.1,8.8,北京丰台北路18号恒泰广场,北京市丰台区恒泰广场,116.3012619,39.86510513,133818
660,http://www.dianping.com/shop/70427563,花乡奥莱村,准五星商户,['1310'],['610'],花乡,南四环西路76号,8.8,9.1,8.9,北京南四环西路76号花乡奥莱村,北京市丰台区南四环西路|76号,116.31786640000001,39.82624268,121686
661,http://www.dianping.com/shop/5498277,银泰百货(大红门店),准五星商户,['705'],['248'],马家堡/角门,马家堡东路101号院10号楼,8.8,8.9,8.7,北京马家堡东路101号院10号楼银泰百货(大红门店),北京市丰台区银泰百货,116.3786642,39.84349781,126705
662,http://www.dianping.com/shop/32400780,万达广场(丰台店),准五星商户,['976'],['248'],总部基地,丰科路与五圈路交叉口东100米路南,8.8,8.7,8.4,北京丰科路与五圈路交叉口东100米路南万达广场(丰台店),北京市石景山区万达广场,116.220801,39.90466294,145929
663,http://www.dianping.com/shop/48381596,万达广场(槐房店),准五星商户,['675'],['228'],公益西桥,南苑西路39号,8.8,8.9,8.6,北京南苑西路39号万达广场(槐房店),北京市丰台区南苑西路|39号,116.35997859999999,39.81239781,117416
664,http://www.dianping.com/shop/24913207,首开福茂,准五星商户,['259'],['127'],宋家庄,宋庄路67号,8.7,8.8,8.6,北京宋庄路67号首开福茂,北京市丰台区地铁首开福茂,116.4210102,39.84501669,127433
666,http://www.dianping.com/shop/43606358,合生广场,准五星商户,['411'],['172'],洋桥/木樨园,永外路果园8号,8.7,9,8.6,北京永外路果园8号合生广场,北京市丰台区合生广场,116.3914621,39.85431307,130279
667,http://www.dianping.com/shop/27526543,王府井购物中心(右安门店),准五星商户,['296'],['148'],右安门,白纸坊街道万博苑7号楼,8.8,8.9,8.8,北京白纸坊街道万博苑7号楼王府井购物中心(右安门店),北京市西城区王府井购物中心,116.3587303,39.87033993,135266
668,http://www.dianping.com/shop/3677548,凯德MALL(大峡谷店),四星商户,['1534'],['264'],草桥,南三环西路16号,7.8,8,7.6,北京南三环西路16号凯德MALL(大峡谷店),北京市丰台区南三环西路|16号,116.3607172,39.85332813,130269
669,http://www.dianping.com/shop/98069995,首航生活广场,准五星商户,['72'],['174'],丰台区,丰北路甲79号,8.8,8.7,8.7,北京丰北路甲79号首航生活广场,北京市丰台区首航生活广场,116.2878281,39.86566702,133814
670,http://www.dianping.com/shop/96542030,时代Life购物中心,四星商户,['236'],['182'],方庄,方庄蒲方路芳星园二区6号楼,8.4,8.4,8.4,北京方庄蒲方路芳星园二区6号楼时代Life购物中心,北京市丰台区芳星园二区|6,116.42915049999999,39.864084000000005,133148
671,http://www.dianping.com/shop/96389064,万达广场(丰台西铁营店),四星商户,['418'],['195'],开阳里,玉林西路145号,8.3,8.2,8,北京玉林西路145号万达广场(丰台西铁营店),北京市丰台区玉林西路|145号,116.3484845,39.85958618,131692
672,http://www.dianping.com/shop/5530340,翠微百货(大成路店),准五星商户,['265'],['285'],青塔,大成路8号,8.5,8.3,8.3,北京大成路8号翠微百货(大成路店),北京市丰台区翠微百货,116.25922140000002,39.88719447,140944
673,http://www.dianping.com/shop/5245733,新业广场,四星商户,['471'],['228'],分钟寺/成寿寺,成寿寺路2号,8.2,8.3,8.3,北京成寿寺路2号新业广场,北京市丰台区新业广场,116.4413325,39.85569609,131010
674,http://www.dianping.com/shop/16720959,上品折扣(草桥店),准五星商户,['349'],['277'],草桥,草桥东路1号,8.5,8.5,8.4,北京草桥东路1号上品折扣(草桥店),北京市丰台区上品折扣,116.35218359999999,39.84963079999999,128838
675,http://www.dianping.com/shop/1882135,上品折扣(五棵松店),四星商户,['856'],['366'],五棵松,西翠路5号今日商业中心一层、二层,7.4,7,7.1,北京西翠路5号今日商业中心一层、二层上品折扣(五棵松店),北京市海淀区上品折扣店,116.27535800000001,39.89921783,144519
676,http://www.dianping.com/shop/1763131,百荣世贸商城,四星商户,['2181'],['207'],洋桥/木樨园,永定门外大街101号,7.1,6.9,6.6,北京永定门外大街101号百荣世贸商城,北京市东城区百荣世贸商城,116.3921814,39.85952864,131707
677,http://www.dianping.com/shop/1766236,方庄购物中心,四星商户,['147'],['129'],方庄,蒲芳路24号,7.9,7.8,7.9,北京蒲芳路24号方庄购物中心,北京市丰台区方庄购物中心,116.42189509999999,39.86392861,133145
678,http://www.dianping.com/shop/98423018,月恒正大新生活广场,四星商户,['26'],[],六里桥/丽泽桥,西三环南路10号,7.8,8.1,8,北京西三环南路10号月恒正大新生活广场,北京市丰台区月恒正大新生活广场,116.30626880000001,39.8775425,137390
679,http://www.dianping.com/shop/4069729,BHG Mall北京华联公益西桥购物中心,准四星商户,['252'],['181'],公益西桥,公益西街与马家堡西路交口西南角,7.4,7.5,7.5,北京公益西街与马家堡西路交口西南角BHGMall北京华联公益西桥购物中心,北京市丰台区北京华联公益西桥购物中心,116.36333370000001,39.83295796,123843
680,http://www.dianping.com/shop/2754184,万源广场,四星商户,['83'],['90'],丰台其它,万源路公交总站路口西南,7.9,7.9,7.9,北京万源路公交总站路口西南万源广场,北京市大兴区万源路,116.41813049999999,39.80341857,114580
681,http://www.dianping.com/shop/2642533,资和信百货商场,四星商户,['497'],['503'],看丹桥,西四环南路1号,7.2,7.5,7.2,北京西四环南路1号资和信百货商场,北京市丰台区资和信百货商场,116.279053,39.83692072,124529
682,http://www.dianping.com/shop/69463551,京港城生活广场,四星商户,['89'],['110'],大红门,光彩路京深海鲜市场对面,7.8,7.9,7.8,北京光彩路京深海鲜市场对面京港城生活广场,北京市丰台区京港城生活广场,116.4084118,39.83935869,125287
683,http://www.dianping.com/shop/92874905,方庄市场,准五星商户,['43'],['40'],方庄,方庄芳星园一区15号,8.5,8.2,8.7,北京方庄芳星园一区15号方庄市场,北京市丰台区方庄市场,116.42594609999999,39.86053976,132433
684,http://www.dianping.com/shop/17858289,扑满山,四星商户,['21'],[],方庄,宋庄路71号扑满山大厦,8,7.8,8,北京宋庄路71号扑满山大厦扑满山,北京市丰台区扑满山,116.4203253,39.844183,127433
685,http://www.dianping.com/shop/22229694,悦秀城,准四星商户,['278'],['73'],开阳里,开阳路8号,7.1,7.4,7.2,北京开阳路8号悦秀城,北京市丰台区悦秀城,116.3698075,39.86694544,134556
686,http://www.dianping.com/shop/38075213,千禧街购物中心a座,准四星商户,['16'],[],丰台区,靛厂路千禧商业街1号楼,7.7,7.7,7.7,北京靛厂路千禧商业街1号楼千禧街购物中心a座,北京市丰台区购物中心|A座,116.2755531,39.88875709,140949
687,http://www.dianping.com/shop/4563084,亿潼隆万丰购物中心,准四星商户,['173'],['152'],六里桥/丽泽桥,万丰路305号,7.5,7.4,7,北京万丰路305号亿潼隆万丰购物中心,北京市丰台区亿潼隆万丰购物中心,116.2904957,39.87154366,135957
688,http://www.dianping.com/shop/6298803,东森时尚百货,四星商户,['22'],['47'],刘家窑,东铁营顺四条宋庄路甲九号,7.6,7.4,7.6,北京东铁营顺四条宋庄路甲九号东森时尚百货,北京市丰台区东森时尚百货,116.42156399999999,39.85309083,130289
689,http://www.dianping.com/shop/10657269,亿潼隆丰益购物中心,准四星商户,['75'],['76'],六里桥/丽泽桥,丰管路甲3号,7.5,7.4,7.4,北京丰管路甲3号亿潼隆丰益购物中心,北京市丰台区亿潼隆丰益购物中心,116.29587859999998,39.85695379,130960
690,http://www.dianping.com/shop/4617948,久隆百货(青塔店),准四星商户,['89'],['245'],青塔,小屯路兆丰园3区1号底商,7.4,7.6,7.8,北京小屯路兆丰园3区1号底商久隆百货(青塔店),北京市丰台区久隆百货,116.245704,39.88973298,141653
691,http://www.dianping.com/shop/50505648,城际悦邻,准四星商户,['42'],[],北京西站/六里桥,西三环莲花桥吴家场路1号院1号楼悦邻购物商场一层,7.4,7.3,7.2,北京西三环莲花桥吴家场路1号院1号楼悦邻购物商场一层城际悦邻,北京市丰台区吴家场路1号院|1号楼,116.3002176,39.89213861,142386
692,http://www.dianping.com/shop/15078594,丰体时代商城,准四星商户,['6'],[],北大地,丰体南路1号,7,7,7.2,北京丰体南路1号丰体时代商城,北京市丰台区丰体时代,116.26405919999999,39.86550728,133806
693,http://www.dianping.com/shop/57850076,王府井购物中心,准四星商户,['2'],[],右安门,右安门内大街72号,7,7,7,北京右安门内大街72号王府井购物中心,北京市西城区王府井购物中心,116.35858359999999,39.87051913,135266
694,http://www.dianping.com/shop/2298445,西新隆商场,三星商户,['17'],[],公主坟/万寿路,莲花池东路31号,6.6,6.6,6.6,北京莲花池东路31号西新隆商场,北京市海淀区西新隆商场,116.31698759999999,39.89670546,143820
695,http://www.dianping.com/shop/2517838,恒源商厦,准四星商户,['73'],['206'],云岗,镇福宫路3号,7,7,7.1,北京镇福宫路3号恒源商厦,北京市丰台区恒源超市,116.14891370000001,39.80759083,115202
696,http://www.dianping.com/shop/83523456,梅源商厦,准四星商户,['9'],[],丰台区,首航超市,7.5,7.5,7.4,北京首航超市梅源商厦,北京市丰台区梅源商厦,116.41330459999999,39.79670392,112436
697,http://www.dianping.com/shop/58707005,南曦广场,准四星商户,['1'],[],丰台区,南三环中路70号,7,7,7,北京南三环中路70号南曦广场,北京市丰台区南曦广场,116.3965428,39.85509851,130281
698,http://www.dianping.com/shop/3887470,云岗百货商场,准四星商户,['21'],['75'],云岗,云岗西里1号,7.1,7,7.1,北京云岗西里1号云岗百货商场,北京市丰台区云岗百货,116.1521756,39.80735965,115203
699,http://www.dianping.com/shop/15080304,时代金街,三星商户,['1'],[],草桥,马家堡西路15号,6.7,6.7,6.7,北京马家堡西路15号时代金街,北京市丰台区时代金街,116.3634301,39.8446841,127413
701,http://www.dianping.com/shop/3296473,广亨商场,三星商户,['47'],['68'],六里桥/丽泽桥,六里桥莲香园小区1号楼,6.7,6.6,6.5,北京六里桥莲香园小区1号楼广亨商场,北京市丰台区广亨商场,116.29637579999999,39.88814436,140957
702,http://www.dianping.com/shop/76691566,龙湖·西宸广场(北京银座和谐广场店),准四星商户,['4'],[],六里桥/丽泽桥,万丰路68号银座商城1楼,7.2,7.2,7.2,北京万丰路68号银座商城1楼龙湖·西宸广场(北京银座和谐广场店),北京市丰台区银座商城,116.2916725,39.88098035,138813
703,http://www.dianping.com/shop/97602294,赋霖商厦,三星商户,['1'],[],夏家胡同/纪家庙,花乡南三环西路91号,6.8,6.4,7.2,北京花乡南三环西路91号赋霖商厦,北京市丰台区赋霖商厦,116.3253991,39.85046367,128828
704,http://www.dianping.com/shop/32792105,远洋自然新天地,三星商户,[],[],丰台区,马家堡东路106号,N,N,N,北京马家堡东路106号远洋自然新天地,北京市丰台区远洋自然新天地,116.3839409,39.83951573,125992
705,http://www.dianping.com/shop/106707919,千禧商业街B座,准四星商户,['2'],[],丰台区,岳各庄东路与靛厂路交叉口西北150米,7.7,7.2,7.2,北京岳各庄东路与靛厂路交叉口西北150米千禧商业街B座,北京市丰台区千禧商业街|B座,116.27729690000001,39.88882804,140950
706,http://www.dianping.com/shop/111828458,下沈广场,准四星商户,['1'],[],北京西站/六里桥,莲花池东路31号,7.7,7.7,7.7,北京莲花池东路31号下沈广场,北京市丰台区莲花池东路|31号,116.3168709,39.89645969,143820
707,http://www.dianping.com/shop/101394827,百荣世贸商城2期B区,准四星商户,['1'],[],洋桥/木樨园,永定门外大街辅路西200米,7.7,7.7,7.7,北京永定门外大街辅路西200米百荣世贸商城2期B区,北京市东城区百荣世贸商城2期,116.39155149999999,39.85928077,131707
708,http://www.dianping.com/shop/17827367,长丰园商业中心,准四星商户,['1'],[],丰台其它,黄村镇狼垡2村10号1门,7.2,7.2,7.7,北京黄村镇狼垡2村10号1门长丰园商业中心,北京市大兴区长丰园商业中心,116.2811991,39.77996433,106679
709,http://www.dianping.com/shop/17766255,资和信,准四星商户,['12'],[],看丹桥,西四环南路富丰园对面,7.7,7.7,7.6,北京西四环南路富丰园对面资和信,北京市丰台区资和信百货,116.2829886,39.83501971,124530
710,http://www.dianping.com/shop/21005072,欣园新天地,准四星商户,['5'],[],丰台区,镇国寺北街草桥欣园一区5号楼草桥综合楼,7.3,7.3,7.3,北京镇国寺北街草桥欣园一区5号楼草桥综合楼欣园新天地,北京市丰台区欣园新天地,116.3524777,39.84488862,127410
712,http://www.dianping.com/shop/32811176,木樨园世贸商业中心,准四星商户,['1'],[],丰台区,西木樨园8号,7.2,7.2,7.2,北京西木樨园8号木樨园世贸商业中心,北京市丰台区木樨园世贸商业中心,116.39543640000001,39.85772438,131708
713,http://www.dianping.com/shop/22395246,新业广场,准四星商户,['1'],[],分钟寺/成寿寺,风尚798创意百货一楼kama,7.1,7.1,7.1,北京风尚798创意百货一楼kama新业广场,北京市朝阳区创意百货,116.4627855,39.86698049,134587
714,http://www.dianping.com/shop/17067956,万博汇淘宝广场,准四星商户,['1'],[],六里桥/丽泽桥,西站南广场,6.9,6.9,6.9,北京西站南广场万博汇淘宝广场,北京市丰台区北京西站南广场,116.31493880000001,39.89165560000001,142391
715,http://www.dianping.com/shop/3883900,兴隆丰泰百货,三星商户,['5'],[],北大地,西四环南路30号北京供销农资大厦,6.8,6.8,6.8,北京西四环南路30号北京供销农资大厦兴隆丰泰百货,北京市丰台区北京供销农资大厦,116.2742379,39.87063546,135237
